,label,clean_text
6611,sadness,onilink darekmeridian lmao
6612,sadness,reillygolfpro realkidpoker stacyacey wsoptd obviously friend cloud judgement
6613,sadness,great place listen blue nightlife nightlifeent blue jazz gatewayarch stlouis washingtonave
6614,sadness,dlrwills turn frown upside buddy
6615,sadness,patienceinbee camposanto decide lackadaisical get dress grocery
6616,sadness,pikapies many happy memory isle wight nbut yeah sink shit
6617,sadness,glenberube donnagrantis idanielsenbass hannahjwelton watch make weep tear tear sadness go
6618,sadness,carry wayward peace do weary head rest
6619,sadness,yourkarma reach hope contact technical issue severely lack badkarma unhappy
6620,sadness,love girl busy teach pout take selfie mall desication immense woman love perfection
6621,sadness,patblanchfield mean like uber despair someone driver
6622,sadness,tysonwaters waterswife panicattacks anxiety depression much medication
6623,sadness,typicalmoony join dark side
6624,sadness,phil sadden nspunky beautiful story lovely happy love nplay little nare love
6625,sadness,whisper cannot frown
6626,sadness,ananavarro tcarrels trump supporter clue mean word use like nevertrump
6627,sadness,ananavarro tcarrels trump supporter clue mean word use like nevertrump
6628,sadness,robertwesley brother feel well
6629,sadness,dentist say go numb front feel lip like pete burn right pout
6630,sadness,haileywiggins flenner alisha good take muscle frown smile
6631,sadness,pessimist see difficulty every opportunity optimist see opportunity every difficulty winston churchill
6632,sadness,depress part taste go
6633,sadness,penny dreadful temporada
6634,sadness,prosyndicate thank reply iron shirt love meet autograph sadly young travel
6635,sadness,shantosh crazy would walk past talk person everyday never realize suffer depression
6636,sadness,weird time world change enlightenment gloomy weird sigh imaginepeace imaginelove unite
6637,sadness,jamiesmart always fault huff sulk
6638,sadness,pussy dark
6639,sadness,gatherp strength drink pain away sober fighter strong lovely dreamer
6640,sadness,dublinwaltz trilogy time quite gloomy beautiful well
6641,sadness,ghost stefano reflect grim indignity murder corrupt cop faux love day
6642,sadness,againstallaudss groovydadad thelostchild mhchat indeed sadness unavoidable mhchat
6643,sadness,bojack horseman saddest show ever write depression season
6644,sadness,incredibly shock disappoint unite customer service really make rethink fly future unhappy
6645,sadness,many yeah thing go cop shoot innocent people backyard
6646,sadness,many yeah thing go cop shoot innocent people backyard
6647,sadness,encouragement today head epicfail depression feelingfedup tire ihaveheardeverything wonder
6648,sadness,encouragement today head epicfail feelingfedup tire ihaveheardeverything wonder
6649,sadness,drinkin wine listen fred mcdowell play blue play rocknroll fantastic noise justsaying
6650,sadness,love make feel scar dark
6651,sadness,krusty krab cripple depression
6652,sadness,september dull superseptember jumia food user order place barcelos shawarma
6653,sadness,pocx please sulk defeat come head
6654,sadness,actually pretty well learn manage depression nlife yeah cancel
6655,sadness,mariamveiszadeh depress freak close
6656,sadness,trial result sadness
6657,sadness,comfortable dive house home year home grateful dive indy sober
6658,sadness,know thing happen sometimes hard understand prayingforyou
6659,sadness,know thing happen sometimes hard understand prayingforyou
6660,sadness,hurt ndoesn mean hurt ndoesn mean nwhat deserve well worse lose coldplay
6661,sadness,fashion week year dull someone inspire
6662,sadness,take heart amid deepen gloom finally get enough cheese national lampoon deteriorada
6663,sadness,always longer sober feel like wana start
6664,sadness,unfortunate year still struggle depression
6665,sadness,ghanaians need wear black mourn walk naked dodge stone joke
6666,sadness,ronbaker super speeder lose license month
6667,sadness,scottcarmichae murican stuff fret realdonaldtrump elect might real
6668,sadness,khaleesioffood update stay block almost season people good game seem
6669,sadness,gurrie thank make super pizza freepizza
6670,sadness,gurrie thank make super pizza freepizza
6671,sadness,inadequacy slither ear wrap around neck like boy want love quote depression poetry
6672,sadness,like unhappy leave cheat someone view love shit
6673,sadness,teenageic please know family blue
6674,sadness,meruna musician tell people discourage learn shitty instrument anything else
6675,sadness,guy lesson skype contact info skype lesson basslessons teacher free lesson music groove rock blue
6676,sadness,rockin dylan singin dylan dream lpco klassic rock classicrock klassicrock rocknroll blue onlineradio
6677,sadness,feel really today
6678,sadness,right feel pretty desolate
6679,sadness,drink people annoy sober fact teamfollowback rocktheretweet
6680,sadness,jessicavidal pour sink drink
6681,sadness,dark intell darius article convince time money sink igda past year waste good read
6682,sadness,really want read find serious room full meme
6683,sadness,uplift still discourage mean listen wrong voice look wrong source look lord
6684,sadness,strong cause weak beautiful cause know flaw fearless cause afraid laugh cause know sadness
6685,sadness,fender blue junior look forward play soon possible guitar guitarrist music
6686,sadness,dream dash divide like million star night
6687,sadness,struggle affliction youarestrong youarearising
6688,sadness,tidbit fall asleep someone dance blue latenight
6689,sadness,sober equivalent woman restroom salon everyone compliment become friend love
6690,sadness,lose wallet find lose find ncollege brazy
6691,sadness,hedgegirl joke parent dark
6692,sadness,month depression free time relapse superb depression
6693,sadness,month depression free time relapse superb
6694,sadness,absolutely hate apple watch update completely bugger apps include spark awful interface grim
6695,sadness,animal animal ntrap trap trap till cage full nthe cage full stay awake dark count mistake
6696,sadness,love happiness sadness feel dependent another person
6697,sadness,antoboyle wish could someday come spain play believe go
6698,sadness,antoboyle wish could someday come spain play believe go
6699,sadness,always borrow money pessimist expect pay back
6700,sadness,guess sober
6701,sadness,missfushigaming hashtag thing kid always tell stop sadness
6702,sadness,walshfreedom sadly idiot completely overlook fact point police stupid ignore
6703,sadness,localblactivist always little weary speak want hijack convo lgbt person see
6704,sadness,away please beg depression anxiety worry fear sadness ndreams baby find sit andisbench
6705,sadness,nigga even look real family
6706,sadness,nigga even look real family
6707,sadness,blend water nthere shrine free melancholy water ray dull tide vine
6708,sadness,know wanna girl sleep half mat grim
6709,sadness,people try hard hate newton without understand position
6710,sadness,people try hard hate newton without understand position
6711,sadness,cristinalaila think disgust sink lower like hillary depravity character bottom
6712,sadness,sizwem kinda depress
6713,sadness,kseniasolo little late lose girl think awesome south afrikaans
6714,sadness,misslindzo last bidded kinda discourage take sweet time market stupid
6715,sadness,hold depress
6716,sadness,tvgirl like really pretty melancholic life hate
6717,sadness,actually always idealize relationship pessimist
6718,sadness,throw sedate damn horse tranquilizer
6719,sadness,city dreadful
6720,sadness,game video today friend mine pas last night take time grieve thank standuptocancer
6721,sadness,dish yesterday fell asleep wake sink full even dinner dish
6722,sadness,even look like okay reality actually wear forlorn
6723,sadness,interest topic even sadness mood mhchat
6724,sadness,someone explain female human be depress
6725,sadness,dont dull dutty wednesday
6726,sadness,brawl primary care doctor prescribe med refer psychiatrist eval mess depression
6727,sadness,kagehime starve content take pout
6728,sadness,chriswarcraft specie refugee skittle know like snack even frown talk eat human lizardscum
6729,sadness,try make well world depress failure
6730,sadness,line quit take place ultimate strength start feel weary
6731,sadness,though imachildofgod whatistwerking sober marry
6732,sadness,mcjamie sadly dude yell frog name clinton rally change everything
6733,sadness,hurt feature somber attempt sense mischievoustyke temperature
6734,sadness,doese read help depression another form escapism
6735,sadness,gratitude recovery health love conscious drive hope perseverance wealthy home kid socal recoveryfit youthful sober
